CHAUSSON MATERIAUX	31140	ST ALBAN	900 620 081 €
EVOBUS FRANCE SASU	95200	SARCELLES	892 457 803 €
AXIMA CONCEPT	92400	COURBEVOIE	886 582 600 €
PROSOL	69970	CHAPONNAY	886 016 021 €
FRANCAISE DE MECANIQUE	62138	BILLY BERCLAU	885 537 299 €
BIOGARAN	92700	COLOMBES	884 027 490 €
LACTALIS INGREDIENTS	35230	BOURGBARRE	883 589 953 €
VOLVO CAR FRANCE	92000	Nanterre	883 133 195 €
OPEL FRANCE	78300	POISSY	882 675 811 €
ORACLE FRANCE	92700	COLOMBES	872 766 717 €
SOCIETE COOPERATIVE AGRICOLE AXEREAL	45160	OLIVET	870 568 073 €
SPIE INDUSTRIE & TERTIAIRE	69320	FEYZIN	870 346 250 €
RIVA ACIER	78440	PORCHEVILLE	870 334 850 €
BOUYGUES ENERGIES & SERVICES	78180	MONTIGNY LE BRETONNEUX	869 991 081 €
VARO ENERGY FRANCE SAS	33520	BRUGES	869 056 324 €
CHARAL	49300	Cholet	866 392 523 €
ALSTOM CRESPIN SAS	59154	CRESPIN	862 333 288 €
LUBRIZOL FRANCE	76100	ROUEN	861 372 340 €
LA HALLE	75019	Paris 19e Arrondissement	859 316 321 €
SAIPEM SA	78180	MONTIGNY LE BRETONNEUX	855 321 000 €
ORGANISATION INTRA-GROUPE DES ACHATS	59170	CROIX	854 585 717 €
COMPASS GROUP FRANCE	92320	ChÃ¢tillon	854 547 628 €
GROUPE SEB FRANCE	69130	ECULLY	853 324 554 €
CITEO	75009	PARIS 09	849 794 938 €
ARROW ECS	92400	COURBEVOIE	846 079 152 €
CREDIT AGRICOLE TECHNOLOGIES ET SERVICES	75012	PARIS 12E ARRONDISSEMENT	845 857 496 €
SOC CENTRALE APPROVISION SUD OUEST	33610	CESTAS	844 175 660 €
KRONENBOURG	67210	OBERNAI	844 003 062 €
SIDEL BLOWING & SERVICES	76930	OCTEVILLE SUR MER	842 663 877 €
ERAMET	75015	PARIS 15	842 313 000 €
IDEMIA FRANCE	92400	COURBEVOIE	841 657 000 €
ENI FRANCE SARL	69007	Lyon 7e Arrondissement	839 448 576 €
BULL SAS	78340	Les Clayes-sous-Bois	839 200 029 €
ORANGINA SCHWEPPES FRANCE	92200	NEUILLY SUR SEINE	838 429 052 €
SPBI	85170	DOMPIERRE SUR YON	837 500 000 €
LILLY FRANCE	92200	Neuilly-sur-Seine	837 314 025 €
KEM ONE	69008	LYON 08	835 775 331 €
AUTODISTRIBUTION	94110	ARCUEIL	835 126 165 €
LES GRANDS CHAIS DE FRANCE	67290	PETERSBACH	833 538 581 €
PIERRE FABRE DERMO-COSMETIQUE	92100	BOULOGNE BILLANCOURT	831 247 841 €
BUNGE FRANCE	44600	ST NAZAIRE	828 711 235 €
KIA FRANCE	92500	RUEIL MALMAISON	827 625 228 €
BALENCIAGA S A	75007	PARIS 7E ARRONDISSEMENT	826 314 585 €
UNITED PARCEL SERVICE FRANCE SAS	75012	PARIS 12	825 887 290 €
CENTRALE D'APPROVISIONNEMENT DES LANDES	40000	MONT DE MARSAN	825 509 168 €
NETWORK RELATED SERVICES	38330	MONTBONNOT SAINT MARTIN	825 002 000 €
DISTRIBUTION FRANPRIX	94430	CHENNEVIERES SUR MARNE	822 166 665 €
BASELL POLYOLEFINES FRANCE	13130	BERRE L ETANG	820 619 657 €
NORAUTO FRANCE	59262	SAINGHIN EN MELANTOIS	817 432 432 €
MCDONALD'S FRANCE	78280	GUYANCOURT	816 098 146 €
ES ENERGIES STRASBOURG	67000	STRASBOURG	814 785 275 €
VALEO EQUIPEMENTS ELECTRIQUES MOTEUR	94000	CRETEIL	814 395 054 €
AGCO S.A.S.	60000	Beauvais	813 231 663 €
STMICROELECTRONICS SA	92120	MONTROUGE	811 133 156 €
MSD VACCINS	69007	LYON 07	808 192 323 €
BOUYGUES BATIMENT INTERNATIONAL	78280	GUYANCOURT	805 615 842 €
RELAIS FNAC	94200	IVRY SUR SEINE	804 157 658 €
SAS EQUIPEMENT DE LA MAISON	75015	PARIS 15	802 070 511 €
COMPAGNIE GENERALE DES ETABLISSEMENTS MICHELIN	63000	CLERMONT FERRAND	797 951 000 €
JTEKT EUROPE	69540	IRIGNY	796 990 590 €
T D F	92120	Montrouge	796 618 000 €
HENKEL FRANCE	92100	Boulogne-Billancourt	791 761 330 €
AXA INVESTMENT MANAGERS PARIS	92800	Puteaux	789 815 164 €
BONDUELLE EUROPE LONG LIFE	59173	RENESCURE	789 794 997 €
NESTLE PURINA PETCARE COMMERCIAL OPERATIONS FRANCE	77186	NOISIEL	789 328 069 €
SNF SAS	42160	ANDREZIEUX BOUTHEON	789 187 121 €
UBISOFT EMEA	93100	Montreuil	789 147 334 €
HERTA	93160	NOISY LE GRAND	788 844 012 €
HYUNDAI MOTOR FRANCE	92250	LA GARENNE COLOMBES	788 748 537 €
PERNOD RICARD FRANCE	13002	MARSEILLE 02	788 419 435 €
FAURECIA SIEGES D'AUTOMOBILE	92000	NANTERRE	788 082 100 €
LEGRAND FRANCE	87000	LIMOGES	787 000 000 €
MARS PF FRANCE	45550	ST DENIS DE L HOTEL	783 434 968 €
COOP ATLANTIQUE	17100	SAINTES AIR	783 018 000 €
SEDIFRAIS	95500	GONESSE	782 744 013 €
MITSUBISHI TURBOCHARGER AND ENGINE EUROPE B.V.	00000	DAMSLUIGSWEG 2	779 038 000 €
COOP AGRICOL VENDEE APPROV VENTE CEREALE	85000	La Roche-sur-Yon	778 824 691 €
U-LOGISTIQUE	44470	Carquefou	773 505 000 €
NESTLE PURINA PETCARE FRANCE	77186	NOISIEL	772 131 210 €
SMURFIT KAPPA FRANCE	94160	Saint-MandÃ©	767 926 252 €
SCANIA FRANCE	49000	ANGERS	764 848 822 €
AMAZON FRANCE LOGISTIQUE SAS	92110	CLICHY	764 481 859 €
CONTINENTAL FRANCE	57200	SARREGUEMINES	763 686 994 €
CLINEA	92800	PUTEAUX	762 664 502 €
EDF PRODUCTION ELECTRIQUE INSULAIRE SAS	92800	Puteaux	762 100 000 €
COLAS ILE DE FRANCE NORMANDIE	78114	Magny-les-Hameaux	761 690 234 €
COLAS NORD-EST	54000	NANCY	760 077 119 €
SPIE CITYNETWORKS	93200	ST DENIS	759 476 937 €
STMICROELECTRONICS (CROLLES 2) SAS	38920	CROLLES	758 556 405 €
KUEHNE+NAGEL	77164	FERRIERES EN BRIE	756 237 774 €
GROUPE SEB EXPORT	69130	ECULLY	756 110 030 €
ALSO FRANCE	92230	GENNEVILLIERS	754 331 244 €
MAN TRUCK & BUS FRANCE	91080	EVRY COURCOURONNES	752 925 392 €
LABORATOIRE GLAXOSMITHKLINE	92500	RUEIL MALMAISON	752 243 133 €
STMICROELECTRONICS ROUSSET SAS	13790	ROUSSET	749 664 373 €
NEXTER SYSTEMS	78000	VERSAILLES	743 751 000 €
AXXES	69003	LYON 03	742 999 421 €
CARREFOUR PROXIMITE FRANCE	14120	Mondeville	740 157 704 €
MEDTRONIC FRANCE	92100	BOULOGNE BILLANCOURT	735 845 601 €
KUEHNE NAGEL ROAD	69400	VILLEFRANCHE SUR SAONE	735 545 622 €
INVIVO TRADING	75116	PARIS 16	734 512 894 €
FLEURY MICHON LS	85700	POUZAUGES	734 333 739 €
MARS WRIGLEY CONFECTIONERY FRANCE	67500	HAGUENAU	733 988 125 €
GFI INFORMATIQUE	93400	Saint-Ouen	733 772 000 €
TOLL COLLECT GMBH	00000		732 905 666 €
INFINEUM FRANCE	13130	BERRE L ETANG	731 553 803 €
MERCEDES-BENZ TRUCKS FRANCE S.A.S.U	78180	MONTIGNY LE BRETONNEUX	730 644 181 €
DAHER AEROSPACE	94310	ORLY	727 588 393 €
NOCIBE FRANCE DISTRIBUTION	59650	VILLENEUVE D'ASCQ	726 931 008 €
THALES DIS FRANCE SA	92190	MEUDON	725 502 000 €
CLAAS TRACTOR SAS	78140	VELIZY VILLACOUBLAY	722 134 000 €
BERGERAT MONNOYEUR	93200	SAINT DENIS	720 742 965 €
ESSO RAFFINAGE	92000	NANTERRE	720 171 876 €
AMADEUS	06410	BIOT	720 058 000 €
FRANFINANCE LOCATION	92000	NANTERRE	719 278 000 €
LOXAM	56850	CAUDAN	719 167 230 €
SOCIETE VITREENNE D'ABATTAGE	35500	VITRE	716 728 734 €
INVIVO RETAIL PRODUCTION MARCHANDISES	75116	PARIS 16	715 172 920 €
AB INBEV FRANCE	59110	La Madeleine	709 582 398 €
ONET SERVICES	13009	Marseille 9e Arrondissement	709 525 276 €
APPLE RETAIL FRANCE EURL	75009	Paris 9e Arrondissement	708 636 064 €
COMPUTACENTER FRANCE	95700	ROISSY EN FRANCE	708 621 794 €
TOTAL MARKETING SERVICES	92800	PUTEAUX	704 792 000 €
BUTAGAZ	92300	Levallois-Perret	702 575 011 €
ENTREPRISE GENERALE LEON GROSSE	73100	AIX LES BAINS	701 461 791 €
ATOS INTEGRATION	95870	BEZONS	701 365 980 €
CASTEL FRERES	33290	BLANQUEFORT	699 961 209 €
INTERFORUM	75013	PARIS 13	696 703 706 €
AXIONE	92240	MALAKOFF	695 378 399 €
ALCATEL SUBMARINE NETWORKS	91620	NOZAY	692 355 905 €
AMGEN SAS	92100	BOULOGNE BILLANCOURT	690 162 153 €
